date,dateline,strike_price,callorput,open,high,close
2017/1/3,201706,7600,put,35,35.5,35.5
2017/1/3,201706,7800,call,0,0,0
2017/1/3,201706,7800,put,51,51,42.5
2017/1/3,201706,8000,call,0,0,0
2017/1/3,201706,8000,put,61,64,56
2017/1/3,201706,8200,call,0,0,0
2017/1/3,201706,8200,put,87,87,76
2017/1/3,201706,8400,call,0,0,0
2017/1/3,201706,8400,put,111,115,100
2017/1/3,201706,8600,call,0,0,0
2017/1/3,201706,8600,put,149,149,138
2017/1/3,201706,8800,call,590,590,575
2017/1/3,201706,8800,put,198,198,183
2017/1/3,201706,9000,call,439,439,439
2017/1/3,201706,9000,put,259,259,241
2017/1/3,201706,9200,call,326,338,338
2017/1/3,201706,9200,put,328,328,328
2017/1/3,201706,9400,call,225,236,231
2017/1/3,201706,9400,put,0,0,0
2017/1/3,201706,9600,call,148,156,153
2017/1/3,201706,9600,put,0,0,0
2017/1/3,201706,9800,call,96,100,99
2017/1/3,201706,9800,put,0,0,0
2017/1/3,201706,10000,call,55,59,57
2017/1/3,201706,10000,put,0,0,0
2017/1/3,201706,10400,call,20,21,20.5
2017/1/3,201706,10400,put,0,0,0
2017/1/3,201706,10800,call,8.3,8.3,7.5
2017/1/3,201706,10800,put,0,0,0
2017/1/3,201706,11200,call,0,0,0
2017/1/3,201706,11200,put,0,0,0
2017/1/3,201706,11600,call,0,0,0
2017/1/3,201706,11600,put,0,0,0
2017/1/3,201709,7200,call,0,0,0
2017/1/3,201709,7200,put,60,62,59
2017/1/3,201709,7400,call,0,0,0
2017/1/3,201709,7400,put,76,76,74
2017/1/3,201709,7600,call,0,0,0
2017/1/3,201709,7600,put,96,97,94
2017/1/3,201709,7800,call,0,0,0
2017/1/3,201709,7800,put,120,122,117
2017/1/3,201709,8000,call,0,0,0
2017/1/3,201709,8000,put,162,162,149
2017/1/3,201709,8200,call,0,0,0
2017/1/3,201709,8200,put,198,198,188
2017/1/3,201709,8400,call,0,0,0
2017/1/3,201709,8400,put,245,245,240
2017/1/3,201709,8600,call,590,590,590
2017/1/3,201709,8600,put,304,308,300
2017/1/3,201709,8800,call,0,0,0
2017/1/3,201709,8800,put,383,383,373
2017/1/3,201709,9000,call,0,0,0
2017/1/3,201709,9000,put,466,472,463
2017/1/3,201709,9200,call,262,264,264
2017/1/3,201709,9200,put,0,0,0
2017/1/3,201709,9400,call,205,205,184
2017/1/3,201709,9400,put,0,0,0
2017/1/3,201709,9600,call,122,131,131
2017/1/3,201709,9600,put,0,0,0
2017/1/3,201709,9800,call,90,90,88
2017/1/3,201709,9800,put,0,0,0
2017/1/3,201709,10000,call,55,58,58
2017/1/3,201709,10000,put,0,0,0
2017/1/3,201709,10400,call,23,25,25
2017/1/3,201709,10400,put,0,0,0
2017/1/3,201709,10800,call,10.5,11,11
2017/1/3,201709,10800,put,0,0,0
2017/1/3,201709,11200,call,5,5.5,5.5
2017/1/3,201709,11200,put,0,0,0
2017/1/4,201701W1,8400,call,0,0,0
2017/1/4,201701W1,8400,put,0,0,0
2017/1/4,201701W1,8500,call,0,0,0
2017/1/4,201701W1,8500,put,0,0,0
2017/1/4,201701W1,8600,call,0,0,0
2017/1/4,201701W1,8600,put,0,0,0
2017/1/4,201701W1,8700,call,0,0,0
2017/1/4,201701W1,8700,put,0,0,0
2017/1/4,201701W1,8800,call,0,0,0
2017/1/4,201701W1,8800,put,0.1,0.1,0.1
2017/1/4,201701W1,8850,call,0,0,0
2017/1/4,201701W1,8850,put,0,0,0
2017/1/4,201701W1,8900,call,0,0,0
2017/1/4,201701W1,8900,put,0.2,0.2,0.1
2017/1/4,201701W1,8950,call,346,346,339
2017/1/4,201701W1,8950,put,0.1,0.2,0.2
2017/1/4,201701W1,9000,call,291,294,286
2017/1/4,201701W1,9000,put,0.2,0.2,0.1
2017/1/4,201701W1,9050,call,235,248,236
2017/1/4,201701W1,9050,put,0.2,0.3,0.1
2017/1/4,201701W1,9100,call,187,200,186
2017/1/4,201701W1,9100,put,0.2,0.4,0.1
2017/1/4,201701W1,9150,call,140,152,135
2017/1/4,201701W1,9150,put,0.4,0.6,0.1
2017/1/4,201701W1,9200,call,90,101,86
2017/1/4,201701W1,9200,put,1.3,1.6,0.2
2017/1/4,201701W1,9250,call,48.5,52,35.5
2017/1/4,201701W1,9250,put,5.4,6.5,0.1
2017/1/4,201701W1,9300,call,12.5,14,0.2
2017/1/4,201701W1,9300,put,22,32,14.5
2017/1/4,201701W1,9350,call,1.6,1.6,0.1
2017/1/4,201701W1,9350,put,65,80,64
2017/1/4,201701W1,9400,call,0.4,0.4,0.2
2017/1/4,201701W1,9400,put,112,130,115
2017/1/4,201701W1,9450,call,0.2,0.2,0.1
2017/1/4,201701W1,9450,put,178,178,178
2017/1/4,201701W1,9500,call,0.1,0.2,0.1
2017/1/4,201701W1,9500,put,211,211,205
2017/1/4,201701W1,9550,call,0,0,0
2017/1/4,201701W1,9550,put,0,0,0
2017/1/4,201701W1,9600,call,0,0,0
2017/1/4,201701W1,9600,put,307,307,307
2017/1/4,201701W1,9700,call,0,0,0
2017/1/4,201701W1,9700,put,0,0,0
2017/1/4,201701W1,9800,call,0,0,0
2017/1/4,201701W1,9800,put,0,0,0
2017/1/4,201701W1,9900,call,0,0,0
2017/1/4,201701W1,9900,put,1040,1040,520
2017/1/4,201701W1,10000,call,0,0,0
2017/1/4,201701W1,10000,put,0,0,0
2017/1/4,201701W2,8600,call,0,0,0
2017/1/4,201701W2,8600,put,0.5,0.6,0.3
2017/1/4,201701W2,8700,call,0,0,0
2017/1/4,201701W2,8700,put,0.3,0.6,0.5
2017/1/4,201701W2,8800,call,476,477,476
2017/1/4,201701W2,8800,put,0.6,1,0.8
2017/1/4,201701W2,8900,call,0,0,0
2017/1/4,201701W2,8900,put,1.9,1.9,0.9
2017/1/4,201701W2,9000,call,275,275,275
2017/1/4,201701W2,9000,put,4.4,4.4,2.3
2017/1/4,201701W2,9050,call,233,233,233
2017/1/4,201701W2,9050,put,7.1,7.1,3.9
2017/1/4,201701W2,9100,call,197,202,185
2017/1/4,201701W2,9100,put,9.7,13,6.9
2017/1/4,201701W2,9150,call,152,158,140
2017/1/4,201701W2,9150,put,16.5,18.5,12.5
2017/1/4,201701W2,9200,call,110,118,100
2017/1/4,201701W2,9200,put,26,31,22.5
2017/1/4,201701W2,9250,call,79,83,66
2017/1/4,201701W2,9250,put,41,48.5,38
2017/1/4,201701W2,9300,call,51,54,38.5
2017/1/4,201701W2,9300,put,70,72,62
2017/1/4,201701W2,9350,call,28.5,32,20.5
2017/1/4,201701W2,9350,put,100,102,93
2017/1/4,201701W2,9400,call,18.5,18.5,8.7
2017/1/4,201701W2,9400,put,136,139,129
2017/1/4,201701W2,9450,call,6.9,7.9,3.7
2017/1/4,201701W2,9450,put,166,184,173
2017/1/4,201701W2,9500,call,2.7,3.5,1.4
2017/1/4,201701W2,9500,put,230,230,226
2017/1/4,201701W2,9550,call,1.4,1.4,0.7
2017/1/4,201701W2,9550,put,281,281,267
2017/1/4,201701W2,9600,call,0.7,0.7,0.5
2017/1/4,201701W2,9600,put,0,0,0
2017/1/4,201701W2,9700,call,0.3,0.3,0.3
2017/1/4,201701W2,9700,put,0,0,0
2017/1/4,201701W2,9800,call,0,0,0
2017/1/4,201701W2,9800,put,0,0,0
2017/1/4,201701W2,9900,call,0,0,0
2017/1/4,201701W2,9900,put,0,0,0
2017/1/4,201701W2,10000,call,0,0,0
2017/1/4,201701W2,10000,put,0,0,0
2017/1/4,201701,7500,call,0,0,0
2017/1/4,201701,7500,put,0.2,0.2,0.2
2017/1/4,201701,7600,call,0,0,0
2017/1/4,201701,7600,put,0.5,0.5,0.5
2017/1/4,201701,7700,call,0,0,0
2017/1/4,201701,7700,put,0,0,0
2017/1/4,201701,7800,call,0,0,0
2017/1/4,201701,7800,put,0.2,0.2,0.2
2017/1/4,201701,7900,call,0,0,0
2017/1/4,201701,7900,put,0.3,0.3,0.2
2017/1/4,201701,8000,call,0,0,0
2017/1/4,201701,8000,put,0,0,0
2017/1/4,201701,8100,call,0,0,0
2017/1/4,201701,8100,put,0.4,0.5,0.5
2017/1/4,201701,8200,call,0,0,0
2017/1/4,201701,8200,put,0.5,0.6,0.5
2017/1/4,201701,8300,call,990,990,990
2017/1/4,201701,8300,put,0.7,0.8,0.6
2017/1/4,201701,8400,call,0,0,0
2017/1/4,201701,8400,put,1,1,0.8
2017/1/4,201701,8500,call,0,0,0
2017/1/4,201701,8500,put,1.4,1.4,0.9
2017/1/4,201701,8600,call,690,690,690
2017/1/4,201701,8600,put,2.3,2.3,1.4
2017/1/4,201701,8700,call,590,590,580
2017/1/4,201701,8700,put,3.5,3.5,2.3
2017/1/4,201701,8800,call,492,495,482
2017/1/4,201701,8800,put,5.1,5.4,4
2017/1/4,201701,8900,call,394,399,380
2017/1/4,201701,8900,put,8.7,9.5,7
2017/1/4,201701,9000,call,295,306,286
2017/1/4,201701,9000,put,15,17.5,13.5
2017/1/4,201701,9100,call,212,218,198
2017/1/4,201701,9100,put,28,32,25.5
2017/1/4,201701,9200,call,137,140,121
2017/1/4,201701,9200,put,52,59,50
2017/1/4,201701,9300,call,77,79,62
2017/1/4,201701,9300,put,91,103,93
2017/1/4,201701,9400,call,36,36,26.5
2017/1/4,201701,9400,put,154,166,155
2017/1/4,201701,9500,call,13,13.5,9.4
2017/1/4,201701,9500,put,231,248,238
2017/1/4,201701,9600,call,4.7,4.7,2.6
2017/1/4,201701,9600,put,325,338,332
2017/1/4,201701,9700,call,1.6,1.6,0.9
2017/1/4,201701,9700,put,426,436,429
2017/1/4,201701,9800,call,0.7,0.8,0.6
2017/1/4,201701,9800,put,0,0,0
2017/1/4,201701,9900,call,0.3,0.6,0.5
2017/1/4,201701,9900,put,635,635,635
2017/1/4,201701,10000,call,0.5,0.5,0.2
2017/1/4,201701,10000,put,0,0,0
2017/1/4,201701,10200,call,0.3,0.3,0.3
2017/1/4,201701,10200,put,0,0,0
2017/1/4,201701,10400,call,0.1,0.2,0.2
2017/1/4,201701,10400,put,0,0,0
2017/1/4,201701,10600,call,0,0,0
2017/1/4,201701,10600,put,0,0,0
2017/1/4,201701,10800,call,0,0,0
2017/1/4,201701,10800,put,0,0,0
2017/1/4,201701,11000,call,0,0,0
2017/1/4,201701,11000,put,0,0,0
2017/1/4,201702,7600,call,0,0,0
2017/1/4,201702,7600,put,1.3,1.3,1.1
2017/1/4,201702,7700,call,0,0,0
2017/1/4,201702,7700,put,1.7,1.7,1.3
2017/1/4,201702,7800,call,0,0,0
2017/1/4,201702,7800,put,1.6,1.6,1.6
2017/1/4,201702,7900,call,0,0,0
2017/1/4,201702,7900,put,2.1,2.1,2
2017/1/4,201702,8000,call,0,0,0
2017/1/4,201702,8000,put,2.5,2.6,2.4
2017/1/4,201702,8100,call,0,0,0
2017/1/4,201702,8100,put,3,3.2,2.9
2017/1/4,201702,8200,call,0,0,0
2017/1/4,201702,8200,put,4.4,4.4,3.8
2017/1/4,201702,8300,call,0,0,0
2017/1/4,201702,8300,put,6,6,4.9
2017/1/4,201702,8400,call,0,0,0
2017/1/4,201702,8400,put,8.1,8.1,7.3
2017/1/4,201702,8500,call,0,0,0
2017/1/4,201702,8500,put,11,11.5,9.2
2017/1/4,201702,8600,call,675,675,670
2017/1/4,201702,8600,put,14.5,15,13
2017/1/4,201702,8700,call,575,590,590
2017/1/4,201702,8700,put,21,22,18.5
2017/1/4,201702,8800,call,482,482,482
2017/1/4,201702,8800,put,29.5,30.5,26.5
2017/1/4,201702,8900,call,411,412,412
2017/1/4,201702,8900,put,42,44,38
2017/1/4,201702,9000,call,318,324,314
2017/1/4,201702,9000,put,56,61,55
2017/1/4,201702,9100,call,250,254,239
2017/1/4,201702,9100,put,82,86,80
2017/1/4,201702,9200,call,182,186,172
2017/1/4,201702,9200,put,115,120,112
2017/1/4,201702,9300,call,122,129,114
2017/1/4,201702,9300,put,156,164,153
2017/1/4,201702,9400,call,82,86,71
2017/1/4,201702,9400,put,208,221,212
2017/1/4,201702,9500,call,46.5,48,40.5
2017/1/4,201702,9500,put,285,285,275
2017/1/4,201702,9600,call,23,26.5,22
2017/1/4,201702,9600,put,362,362,362
2017/1/4,201702,9700,call,13.5,13.5,10.5
2017/1/4,201702,9700,put,0,0,0
2017/1/4,201702,9800,call,7,7.9,4.9
2017/1/4,201702,9800,put,0,0,0
2017/1/4,201702,9900,call,3.7,3.7,2.9
2017/1/4,201702,9900,put,625,625,625
2017/1/4,201702,10000,call,2.2,2.2,1.8
2017/1/4,201702,10000,put,0,0,0
2017/1/4,201702,10200,call,0.8,0.8,0.8
2017/1/4,201702,10200,put,0,0,0
2017/1/4,201702,10400,call,0.6,0.6,0.5
2017/1/4,201702,10400,put,0,0,0
2017/1/4,201702,10600,call,0.5,0.5,0.5
2017/1/4,201702,10600,put,0,0,0
2017/1/4,201702,10800,call,0.4,0.4,0.4
2017/1/4,201702,10800,put,0,0,0
2017/1/4,201702,11000,call,0.4,0.4,0.4
2017/1/4,201702,11000,put,0,0,0
2017/1/4,201703,6600,call,0,0,0
2017/1/4,201703,6600,put,1.7,1.8,1.6
2017/1/4,201703,6700,call,0,0,0
2017/1/4,201703,6700,put,0,0,0
2017/1/4,201703,6800,call,0,0,0
2017/1/4,201703,6800,put,0,0,0
2017/1/4,201703,6900,call,0,0,0
2017/1/4,201703,6900,put,0,0,0
2017/1/4,201703,7000,call,0,0,0
2017/1/4,201703,7000,put,2.1,2.2,2
2017/1/4,201703,7100,call,0,0,0
2017/1/4,201703,7100,put,1.9,2.3,2.3
2017/1/4,201703,7200,call,0,0,0
2017/1/4,201703,7200,put,2.8,2.8,2.1
2017/1/4,201703,7300,call,0,0,0
2017/1/4,201703,7300,put,2.3,2.3,2.3
2017/1/4,201703,7400,call,0,0,0
2017/1/4,201703,7400,put,2.8,2.8,2.7
2017/1/4,201703,7500,call,0,0,0
2017/1/4,201703,7500,put,3.3,3.3,3
2017/1/4,201703,7600,call,0,0,0
2017/1/4,201703,7600,put,3.8,4.4,3.6
2017/1/4,201703,7700,call,0,0,0
2017/1/4,201703,7700,put,4.7,4.8,4.4
2017/1/4,201703,7800,call,0,0,0
2017/1/4,201703,7800,put,5.7,5.8,5.8
2017/1/4,201703,7900,call,0,0,0
2017/1/4,201703,7900,put,7,7,6.5
2017/1/4,201703,8000,call,0,0,0
2017/1/4,201703,8000,put,8.6,8.6,8
2017/1/4,201703,8100,call,0,0,0
2017/1/4,201703,8100,put,10.5,11.5,10.5
2017/1/4,201703,8200,call,0,0,0
2017/1/4,201703,8200,put,14,14.5,13
2017/1/4,201703,8300,call,0,0,0
2017/1/4,201703,8300,put,19,19,16
2017/1/4,201703,8400,call,890,890,890
2017/1/4,201703,8400,put,23.5,24,21.5
2017/1/4,201703,8500,call,0,0,0
2017/1/4,201703,8500,put,28,29,28
2017/1/4,201703,8600,call,0,0,0
2017/1/4,201703,8600,put,39,39,36
2017/1/4,201703,8700,call,0,0,0
2017/1/4,201703,8700,put,48.5,51,45.5
2017/1/4,201703,8800,call,520,520,510
2017/1/4,201703,8800,put,61,67,60
2017/1/4,201703,8900,call,0,0,0
2017/1/4,201703,8900,put,80,84,78
2017/1/4,201703,9000,call,354,360,347
2017/1/4,201703,9000,put,103,107,99
2017/1/4,201703,9100,call,0,0,0
2017/1/4,201703,9100,put,132,136,131
2017/1/4,201703,9200,call,228,228,213
2017/1/4,201703,9200,put,172,172,166
2017/1/4,201703,9300,call,162,168,158
2017/1/4,201703,9300,put,195,216,206
2017/1/4,201703,9400,call,122,122,117
2017/1/4,201703,9400,put,264,267,267
2017/1/4,201703,9500,call,87,87,77
